time_less_than,mem_less_than,y_memAvg(MB),y_time(sec),y_sol(keuro),y_nScenarios,y_PV_mean,y_PV_std,y_Load_mean,y_Load_std,embedding_time,solve_time
no,no,333.92701298701314,206.33506493506485,260.42499999999995,100.0,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,19.91503190994263,0.7973377704620361
no,no,333.92701298701314,206.33506493506485,256.70500000000004,100.0,262.66770833333334,270.722787757911,310.02500029479165,159.83073876147768,19.91503190994263,0.7990741729736328
no,no,333.92701298701314,206.33506493506485,267.0083333333333,100.0,263.81875,271.12750010853597,311.83958333333334,162.92226832601204,19.91503190994263,0.7958769798278809
no,no,333.92701298701314,206.33506493506485,275.6290476190476,100.0,273.4322916666667,282.4094580181082,320.453125,171.67819396155423,19.91503190994263,0.7113425731658936
no,no,333.92701298701314,206.33506493506485,269.395,100.0,270.70520833333336,279.0127044485727,319.5135416666667,164.72705683682707,19.91503190994263,0.7221682071685791
no,no,333.92701298701314,206.33506493506485,280.60909090909087,100.0,271.88958333333335,279.4281923556743,321.3843750000001,167.9097663975884,19.91503190994263,0.7307515144348145
no,no,no_sol,no_sol,no_sol,no_sol,295.090625,304.77359222261384,345.84166666666664,185.27619791513663,19.91503190994263,0.4888219833374024
no,no,no_sol,no_sol,no_sol,no_sol,292.15208333333334,301.1131694712024,344.81875,177.77185244981138,19.91503190994263,0.4751019477844238
no,no,no_sol,no_sol,no_sol,no_sol,293.4239583333333,301.55676246520864,346.8447916666667,181.2081054281879,19.91503190994263,0.4692258834838867
no,no,333.92701298701314,206.33506493506485,269.395,100.0,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,19.91503190994263,0.7911438941955566
no,no,333.92701298701314,206.33506493506485,269.97217391304343,100.0,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,19.91503190994263,0.7857894897460938
no,no,333.92701298701314,206.33506493506485,279.58942857142847,100.0,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,19.91503190994263,0.7659070491790771
no,no,333.92701298701314,206.33506493506485,260.42499999999995,100.0,265.5833333333333,274.3005588715091,311.2572916666667,166.7453052467493,19.91503190994263,0.8186938762664795
no,no,333.92701298701314,206.33506493506485,256.70500000000004,100.0,262.9375,271.0063053732945,310.34270833333335,159.99631033818122,19.91503190994263,0.8336060047149658
no,no,333.92701298701314,206.33506493506485,267.0083333333333,100.0,264.08125,271.40611494911246,312.16041666666666,163.08534414479553,19.91503190994263,0.8203761577606201
no,no,333.92701298701314,206.33506493506485,275.6290476190476,100.0,275.33229166666666,284.3675363470338,322.684375,172.8620923887769,19.91503190994263,0.7502110004425049
no,no,333.92701298701314,206.33506493506485,275.6290476190476,100.0,272.58020833333336,280.9469636410461,321.73125,165.86233832138478,19.91503190994263,0.7492449283599854
no,no,333.92701298701314,206.33506493506485,275.6290476190476,100.0,273.778125,281.3682189332176,323.6166666666666,169.0708718917077,19.91503190994263,0.7407193183898926
no,no,333.92701298701314,206.33506493506485,264.4325,100.0,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545098,19.91503190994263,0.7805242538452148
no,no,333.92701298701314,206.33506493506485,259.695,100.0,264.81458333333336,272.93997736802817,312.5572916666667,161.1360758701527,19.91503190994263,0.8423562049865723
no,no,333.92701298701314,206.33506493506485,267.0083333333333,100.0,265.96875,273.34187968568625,314.38958333333335,164.25286367313782,19.91503190994263,0.8253104686737059
no,no,333.92701298701314,206.33506493506485,275.6290476190476,100.0,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,19.91503190994263,0.778080940246582
no,no,333.92701298701314,206.33506493506485,275.6290476190476,100.0,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,19.91503190994263,0.750544548034668
no,no,333.92701298701314,206.33506493506485,281.30499999999995,100.0,274.57708333333335,282.19602874862187,324.5729166666667,169.57505742244757,19.91503190994263,0.8082513809204102
no,no,no_sol,no_sol,no_sol,no_sol,249.06770833333331,257.24515969482286,291.90416666666664,156.3760224564673,19.91503190994263,0.4671409130096436
no,no,no_sol,no_sol,no_sol,no_sol,246.58541666666667,254.15219725719413,291.04375,150.04309506806425,19.91503190994263,0.4801411628723145
no,no,no_sol,no_sol,no_sol,no_sol,247.6604166666667,254.5271070531121,292.75,152.9459034266691,19.91503190994263,0.4472920894622803
no,no,333.92701298701314,206.33506493506485,264.4325,100.0,268.021875,276.81694997293374,314.1177083333333,168.2783990363833,19.91503190994263,0.7910017967224121
no,no,333.92701298701314,206.33506493506485,259.695,100.0,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,19.91503190994263,0.8393669128417969
no,no,333.92701298701314,206.33506493506485,277.3670967741935,100.0,266.50625,273.89533615830493,315.028125,164.5875588295919,19.91503190994263,0.7551703453063965
no,83,78.08094594594594,5.554054054054053,352.61352941176466,4.0,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,19.91503190994263,0.8084180355072021
no,83,78.08094594594594,5.554054054054053,349.2100000000001,4.0,262.66770833333334,270.722787757911,310.02500029479165,159.83073876147768,19.91503190994263,0.8200576305389404
no,83,78.08094594594594,5.554054054054053,357.2053125,4.0,263.81875,271.12750010853597,311.83958333333334,162.92226832601204,19.91503190994263,0.7929866313934326
no,83,78.08094594594594,5.554054054054053,363.750625,4.0,273.4322916666667,282.4094580181082,320.453125,171.67819396155423,19.91503190994263,0.7348191738128662
no,83,78.08094594594594,5.554054054054053,360.28222222222223,4.0,270.70520833333336,279.0127044485727,319.5135416666667,164.72705683682707,19.91503190994263,0.740431547164917
no,83,78.08094594594594,5.554054054054053,372.26780487804876,4.0,271.88958333333335,279.4281923556743,321.3843750000001,167.9097663975884,19.91503190994263,0.7144870758056641
no,83,no_sol,no_sol,no_sol,no_sol,295.090625,304.77359222261384,345.84166666666664,185.27619791513663,19.91503190994263,0.4647507667541504
no,83,no_sol,no_sol,no_sol,no_sol,292.15208333333334,301.1131694712024,344.81875,177.77185244981138,19.91503190994263,0.4824528694152832
no,83,no_sol,no_sol,no_sol,no_sol,293.4239583333333,301.55676246520864,346.8447916666667,181.2081054281879,19.91503190994263,0.4688894748687744
no,83,78.08094594594594,5.554054054054053,360.511304347826,4.0,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,19.91503190994263,0.7775335311889648
no,83,78.08094594594594,5.554054054054053,357.2220000000001,4.0,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,19.91503190994263,0.7740378379821777
no,83,78.08094594594594,5.554054054054053,366.588,4.0,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,19.91503190994263,0.7576091289520264
no,83,78.08094594594594,5.554054054054053,352.61352941176466,4.0,265.5833333333333,274.3005588715091,311.2572916666667,166.7453052467493,19.91503190994263,0.8057534694671631
no,83,78.08094594594594,5.554054054054053,349.2100000000001,4.0,262.9375,271.0063053732945,310.34270833333335,159.99631033818122,19.91503190994263,0.8330585956573486
no,83,78.08094594594594,5.554054054054053,357.2053125,4.0,264.08125,271.40611494911246,312.16041666666666,163.08534414479553,19.91503190994263,0.8034572601318359
no,83,78.08094594594594,5.554054054054053,366.38376811594213,4.0,275.33229166666666,284.3675363470338,322.684375,172.8620923887769,19.91503190994263,0.7678818702697754
no,83,78.08094594594594,5.554054054054053,366.38376811594213,4.0,272.58020833333336,280.9469636410461,321.73125,165.86233832138478,19.91503190994263,0.7708425521850586
no,83,78.08094594594594,5.554054054054053,366.38376811594213,4.0,273.778125,281.3682189332176,323.6166666666666,169.0708718917077,19.91503190994263,0.7512259483337402
no,83,78.08094594594594,5.554054054054053,357.2053125,4.0,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545098,19.91503190994263,0.8039178848266602
no,83,78.08094594594594,5.554054054054053,353.06699999999995,4.0,264.81458333333336,272.93997736802817,312.5572916666667,161.1360758701527,19.91503190994263,0.8371305465698242
no,83,78.08094594594594,5.554054054054053,360.19705882352935,4.0,265.96875,273.34187968568625,314.38958333333335,164.25286367313782,19.91503190994263,0.7954432964324951
no,83,78.08094594594594,5.554054054054053,366.38376811594213,4.0,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,19.91503190994263,0.7760162353515625
no,83,78.08094594594594,5.554054054054053,366.38376811594213,4.0,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,19.91503190994263,0.7588822841644287
no,83,78.08094594594594,5.554054054054053,373.28545454545446,4.0,274.57708333333335,282.19602874862187,324.5729166666667,169.57505742244757,19.91503190994263,0.7836053371429443
no,83,no_sol,no_sol,no_sol,no_sol,249.06770833333331,257.24515969482286,291.90416666666664,156.3760224564673,19.91503190994263,0.4531087875366211
no,83,no_sol,no_sol,no_sol,no_sol,246.58541666666667,254.15219725719413,291.04375,150.04309506806425,19.91503190994263,0.4510207176208496
no,83,no_sol,no_sol,no_sol,no_sol,247.6604166666667,254.5271070531121,292.75,152.9459034266691,19.91503190994263,0.458643913269043
no,83,78.08094594594594,5.554054054054053,357.2053125,4.0,268.021875,276.81694997293374,314.1177083333333,168.2783990363833,19.91503190994263,0.7923345565795898
no,83,78.08094594594594,5.554054054054053,353.06699999999995,4.0,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,19.91503190994263,0.8126780986785889
no,83,78.08094594594594,5.554054054054053,360.19705882352935,4.0,266.50625,273.89533615830493,315.028125,164.5875588295919,19.91503190994263,0.7729341983795166
no,87,83.82397590361445,7.03975903614458,352.61352941176466,5.0,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,19.91503190994263,0.8215270042419434
no,87,83.82397590361445,7.03975903614458,349.2100000000001,5.0,262.66770833333334,270.722787757911,310.02500029479165,159.83073876147768,19.91503190994263,0.8239231109619141
no,87,83.82397590361445,7.03975903614458,357.2053125,5.0,263.81875,271.12750010853597,311.83958333333334,162.92226832601204,19.91503190994263,0.8028709888458252
no,87,83.82397590361445,7.03975903614458,363.750625,5.0,273.4322916666667,282.4094580181082,320.453125,171.67819396155423,19.91503190994263,0.7714085578918457
no,87,83.82397590361445,7.03975903614458,360.28222222222223,5.0,270.70520833333336,279.0127044485727,319.5135416666667,164.72705683682707,19.91503190994263,0.7635540962219238
no,87,83.82397590361445,7.03975903614458,372.26780487804876,5.0,271.88958333333335,279.4281923556743,321.3843750000001,167.9097663975884,19.91503190994263,0.7350363731384277
no,87,no_sol,no_sol,no_sol,no_sol,295.090625,304.77359222261384,345.84166666666664,185.27619791513663,19.91503190994263,0.4746332168579102
no,87,no_sol,no_sol,no_sol,no_sol,292.15208333333334,301.1131694712024,344.81875,177.77185244981138,19.91503190994263,0.4722385406494141
no,87,no_sol,no_sol,no_sol,no_sol,293.4239583333333,301.55676246520864,346.8447916666667,181.2081054281879,19.91503190994263,0.4497673511505127
no,87,83.82397590361445,7.03975903614458,360.511304347826,5.0,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,19.91503190994263,0.7423858642578125
no,87,83.82397590361445,7.03975903614458,357.2220000000001,5.0,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,19.91503190994263,0.7467675209045409
no,87,83.82397590361445,7.03975903614458,366.588,5.0,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,19.91503190994263,0.7587087154388428
no,87,83.82397590361445,7.03975903614458,352.61352941176466,5.0,265.5833333333333,274.3005588715091,311.2572916666667,166.7453052467493,19.91503190994263,0.7794647216796875
no,87,83.82397590361445,7.03975903614458,349.2100000000001,5.0,262.9375,271.0063053732945,310.34270833333335,159.99631033818122,19.91503190994263,0.8250880241394043
no,87,83.82397590361445,7.03975903614458,357.2053125,5.0,264.08125,271.40611494911246,312.16041666666666,163.08534414479553,19.91503190994263,0.8226184844970703
no,87,83.82397590361445,7.03975903614458,366.38376811594213,5.0,275.33229166666666,284.3675363470338,322.684375,172.8620923887769,19.91503190994263,0.7427296638488771
no,87,83.82397590361445,7.03975903614458,366.38376811594213,5.0,272.58020833333336,280.9469636410461,321.73125,165.86233832138478,19.91503190994263,0.7425920963287354
no,87,83.82397590361445,7.03975903614458,366.38376811594213,5.0,273.778125,281.3682189332176,323.6166666666666,169.0708718917077,19.91503190994263,0.7367112636566162
no,87,83.82397590361445,7.03975903614458,357.2053125,5.0,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545098,19.91503190994263,0.7520577907562256
no,87,83.82397590361445,7.03975903614458,353.06699999999995,5.0,264.81458333333336,272.93997736802817,312.5572916666667,161.1360758701527,19.91503190994263,0.7835843563079834
no,87,83.82397590361445,7.03975903614458,360.19705882352935,5.0,265.96875,273.34187968568625,314.38958333333335,164.25286367313782,19.91503190994263,0.80474853515625
no,87,83.82397590361445,7.03975903614458,366.38376811594213,5.0,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,19.91503190994263,0.7364649772644043
no,87,83.82397590361445,7.03975903614458,366.38376811594213,5.0,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,19.91503190994263,0.7311394214630127
no,87,83.82397590361445,7.03975903614458,373.28545454545446,5.0,274.57708333333335,282.19602874862187,324.5729166666667,169.57505742244757,19.91503190994263,0.7858805656433105
no,87,no_sol,no_sol,no_sol,no_sol,249.06770833333331,257.24515969482286,291.90416666666664,156.3760224564673,19.91503190994263,0.4674577713012695
no,87,no_sol,no_sol,no_sol,no_sol,246.58541666666667,254.15219725719413,291.04375,150.04309506806425,19.91503190994263,0.4749999046325684
no,87,no_sol,no_sol,no_sol,no_sol,247.6604166666667,254.5271070531121,292.75,152.9459034266691,19.91503190994263,0.471656084060669
no,87,83.82397590361445,7.03975903614458,357.2053125,5.0,268.021875,276.81694997293374,314.1177083333333,168.2783990363833,19.91503190994263,0.7995316982269287
no,87,83.82397590361445,7.03975903614458,353.06699999999995,5.0,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,19.91503190994263,0.8153555393218994
no,87,83.82397590361445,7.03975903614458,360.19705882352935,5.0,266.50625,273.89533615830493,315.028125,164.5875588295919,19.91503190994263,0.7734148502349854
5,no,72.07368421052631,4.3210526315789455,352.61352941176466,3.0,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,19.91503190994263,0.8455166816711426
5,no,72.07368421052631,4.3210526315789455,349.2100000000001,3.0,262.66770833333334,270.722787757911,310.02500029479165,159.83073876147768,19.91503190994263,0.8529691696166992
5,no,72.07368421052631,4.3210526315789455,357.2053125,3.0,263.81875,271.12750010853597,311.83958333333334,162.92226832601204,19.91503190994263,0.820965051651001
5,no,72.07368421052631,4.3210526315789455,363.750625,3.0,273.4322916666667,282.4094580181082,320.453125,171.67819396155423,19.91503190994263,0.7561049461364746
5,no,72.07368421052631,4.3210526315789455,360.28222222222223,3.0,270.70520833333336,279.0127044485727,319.5135416666667,164.72705683682707,19.91503190994263,0.7593803405761719
5,no,72.07368421052631,4.3210526315789455,372.26780487804876,3.0,271.88958333333335,279.4281923556743,321.3843750000001,167.9097663975884,19.91503190994263,0.7186827659606934
5,no,no_sol,no_sol,no_sol,no_sol,295.090625,304.77359222261384,345.84166666666664,185.27619791513663,19.91503190994263,0.4797301292419434
5,no,no_sol,no_sol,no_sol,no_sol,292.15208333333334,301.1131694712024,344.81875,177.77185244981138,19.91503190994263,0.4685988426208496
5,no,no_sol,no_sol,no_sol,no_sol,293.4239583333333,301.55676246520864,346.8447916666667,181.2081054281879,19.91503190994263,0.4513368606567383
5,no,72.07368421052631,4.3210526315789455,360.511304347826,3.0,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,19.91503190994263,0.774524450302124
5,no,72.07368421052631,4.3210526315789455,357.2220000000001,3.0,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,19.91503190994263,0.7584018707275391
5,no,72.07368421052631,4.3210526315789455,366.588,3.0,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,19.91503190994263,0.7676286697387695
5,no,72.07368421052631,4.3210526315789455,352.61352941176466,3.0,265.5833333333333,274.3005588715091,311.2572916666667,166.7453052467493,19.91503190994263,0.7977702617645264
5,no,72.07368421052631,4.3210526315789455,349.2100000000001,3.0,262.9375,271.0063053732945,310.34270833333335,159.99631033818122,19.91503190994263,0.8455057144165039
5,no,72.07368421052631,4.3210526315789455,357.2053125,3.0,264.08125,271.40611494911246,312.16041666666666,163.08534414479553,19.91503190994263,0.8096294403076172
5,no,72.07368421052631,4.3210526315789455,366.38376811594213,3.0,275.33229166666666,284.3675363470338,322.684375,172.8620923887769,19.91503190994263,0.7576491832733154
5,no,72.07368421052631,4.3210526315789455,366.38376811594213,3.0,272.58020833333336,280.9469636410461,321.73125,165.86233832138478,19.91503190994263,0.72499680519104
5,no,72.07368421052631,4.3210526315789455,366.38376811594213,3.0,273.778125,281.3682189332176,323.6166666666666,169.0708718917077,19.91503190994263,0.721088171005249
5,no,72.07368421052631,4.3210526315789455,357.2053125,3.0,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545098,19.91503190994263,0.7660238742828369
5,no,72.07368421052631,4.3210526315789455,353.06699999999995,3.0,264.81458333333336,272.93997736802817,312.5572916666667,161.1360758701527,19.91503190994263,0.8132853507995605
5,no,72.07368421052631,4.3210526315789455,366.26199999999994,3.0,265.96875,273.34187968568625,314.38958333333335,164.25286367313782,19.91503190994263,0.7897450923919678
5,no,72.07368421052631,4.3210526315789455,366.38376811594213,3.0,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,19.91503190994263,0.7172970771789551
5,no,72.07368421052631,4.3210526315789455,366.38376811594213,3.0,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,19.91503190994263,0.7107205390930176
5,no,72.07368421052631,4.3210526315789455,373.28545454545446,3.0,274.57708333333335,282.19602874862187,324.5729166666667,169.57505742244757,19.91503190994263,0.7605228424072266
5,no,no_sol,no_sol,no_sol,no_sol,249.06770833333331,257.24515969482286,291.90416666666664,156.3760224564673,19.91503190994263,0.458920955657959
5,no,no_sol,no_sol,no_sol,no_sol,246.58541666666667,254.15219725719413,291.04375,150.04309506806425,19.91503190994263,0.4618308544158936
5,no,no_sol,no_sol,no_sol,no_sol,247.6604166666667,254.5271070531121,292.75,152.9459034266691,19.91503190994263,0.4608097076416016
5,no,72.07368421052631,4.3210526315789455,357.2053125,3.0,268.021875,276.81694997293374,314.1177083333333,168.2783990363833,19.91503190994263,0.7854332923889159
5,no,72.07368421052631,4.3210526315789455,353.06699999999995,3.0,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,19.91503190994263,0.8173613548278809
