time_less_than,y_memAvg(MB),y_time(sec),y_sol(keuro),y_nTraces,y_PV_mean,y_PV_std,y_Load_mean,y_Load_std,n_cores,y_par_time
100,86.35628205128205,24.03410256410256,300.76439189189176,31.0,262.66770833333334,270.722787757911,310.025,159.83073859555302,1.0,24.03410256410256
100,86.35628205128205,24.03410256410256,300.76439189189176,31.0,263.81875,271.127500108536,311.83958333333334,162.92226832601202,1.0,24.03410256410256
100,88.9446753246753,65.04909090909092,340.25915789473663,100.0,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,1.0,65.04909090909092
100,88.9446753246753,65.04909090909092,295.81181818181824,100.0,270.70520833333336,279.0127044485727,319.5135416666667,164.7270568368271,1.0,65.04909090909092
100,88.3555681818182,59.470681818181816,300.27,90.0,271.8895833333333,279.4281923556743,321.38437500000003,167.9097663975884,1.0,59.470681818181816
100,no_sol,no_sol,no_sol,no_sol,295.090625,304.7735922226138,345.84166666666664,185.27619791513663,no_sol,no_sol
100,88.25693333333334,58.26026666666666,482.25,88.0,292.15208333333334,301.1131694712024,344.81875,177.77185244981138,1.0,58.26026666666666
100,88.25693333333334,58.26026666666666,482.25,88.0,293.4239583333333,301.55676246520864,346.8447916666667,181.2081054281879,1.0,58.26026666666666
100,88.9446753246753,65.04909090909092,324.2010416666668,100.0,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,1.0,65.04909090909092
100,88.9446753246753,65.04909090909092,295.81181818181824,100.0,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,1.0,65.04909090909092
100,88.9446753246753,65.04909090909092,291.2505263157897,100.0,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,1.0,65.04909090909092
100,88.9446753246753,65.04909090909092,296.56377049180327,100.0,265.5833333333333,274.3005588715091,311.2572916666667,166.7453052467493,1.0,65.04909090909092
100,86.35628205128205,24.03410256410256,300.76439189189176,31.0,262.9375,271.0063053732945,310.3427083333333,159.99631033818122,1.0,24.03410256410256
100,86.35628205128205,24.03410256410256,300.76439189189176,31.0,264.08125,271.40611494911246,312.16041666666666,163.08534414479553,1.0,24.03410256410256
100,88.59987951807227,61.48795180722892,354.58,94.0,275.33229166666666,284.3675363470338,322.684375,172.8620923887769,1.0,61.48795180722892
100,88.3555681818182,59.470681818181816,311.16,90.0,272.58020833333336,280.94696364104607,321.73125,165.86233832138478,1.0,59.470681818181816
100,88.65902439024387,61.81853658536582,346.77,95.0,273.778125,281.3682189332176,323.6166666666666,169.07087189170767,1.0,61.81853658536582
100,88.3555681818182,59.470681818181816,306.65666666666664,90.0,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,1.0,59.470681818181816
100,86.35628205128205,24.03410256410256,300.76439189189176,31.0,264.81458333333336,272.93997736802817,312.5572916666667,161.13607587015267,1.0,24.03410256410256
100,88.9446753246753,65.04909090909092,300.105,100.0,265.96875,273.34187968568625,314.3895833333333,164.2528636731378,1.0,65.04909090909092
100,88.3555681818182,59.470681818181816,370.25714285714287,90.0,276.1395833333333,285.20777969723474,323.63125,173.37781439226154,1.0,59.470681818181816
100,88.3555681818182,59.470681818181816,311.16,90.0,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,1.0,59.470681818181816
100,88.3555681818182,59.470681818181816,316.03,90.0,274.5770833333333,282.1960287486219,324.5729166666667,169.57505742244757,1.0,59.470681818181816
100,no_sol,no_sol,no_sol,no_sol,249.06770833333331,257.24515969482286,291.90416666666664,156.37602245646727,no_sol,no_sol
100,no_sol,no_sol,no_sol,no_sol,246.58541666666667,254.15219725719413,291.04375,150.04309506806425,no_sol,no_sol
100,no_sol,no_sol,no_sol,no_sol,247.6604166666667,254.5271070531121,292.75,152.9459034266691,no_sol,no_sol
100,88.3555681818182,59.470681818181816,312.67,90.0,268.021875,276.81694997293374,314.1177083333333,168.27839903638332,1.0,59.470681818181816
100,88.9446753246753,65.04909090909092,318.55611111111114,100.0,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,1.0,65.04909090909092
100,88.9446753246753,65.04909090909092,318.55611111111114,100.0,266.50625,273.8953361583049,315.028125,164.58755882959193,1.0,65.04909090909092
120,88.9446753246753,65.04909090909092,296.56377049180327,100.0,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,1.0,65.04909090909092
120,86.35628205128205,24.03410256410256,300.76439189189176,31.0,262.66770833333334,270.722787757911,310.025,159.83073859555302,1.0,24.03410256410256
120,86.35628205128205,24.03410256410256,300.76439189189176,31.0,263.81875,271.127500108536,311.83958333333334,162.92226832601202,1.0,24.03410256410256
120,88.9446753246753,65.04909090909092,340.25915789473663,100.0,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,1.0,65.04909090909092
120,88.9446753246753,65.04909090909092,295.81181818181824,100.0,270.70520833333336,279.0127044485727,319.5135416666667,164.7270568368271,1.0,65.04909090909092
120,88.3555681818182,59.470681818181816,300.27,90.0,271.8895833333333,279.4281923556743,321.38437500000003,167.9097663975884,1.0,59.470681818181816
120,no_sol,no_sol,no_sol,no_sol,295.090625,304.7735922226138,345.84166666666664,185.27619791513663,no_sol,no_sol
120,88.25693333333334,58.26026666666666,482.25,88.0,292.15208333333334,301.1131694712024,344.81875,177.77185244981138,1.0,58.26026666666666
120,88.25693333333334,58.26026666666666,482.25,88.0,293.4239583333333,301.55676246520864,346.8447916666667,181.2081054281879,1.0,58.26026666666666
120,88.9446753246753,65.04909090909092,324.2010416666668,100.0,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,1.0,65.04909090909092
120,88.9446753246753,65.04909090909092,295.81181818181824,100.0,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,1.0,65.04909090909092
120,88.9446753246753,65.04909090909092,291.2505263157897,100.0,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,1.0,65.04909090909092
120,88.9446753246753,65.04909090909092,296.56377049180327,100.0,265.5833333333333,274.3005588715091,311.2572916666667,166.7453052467493,1.0,65.04909090909092
120,86.35628205128205,24.03410256410256,300.76439189189176,31.0,262.9375,271.0063053732945,310.3427083333333,159.99631033818122,1.0,24.03410256410256
120,86.35628205128205,24.03410256410256,300.76439189189176,31.0,264.08125,271.40611494911246,312.16041666666666,163.08534414479553,1.0,24.03410256410256
120,88.59987951807227,61.48795180722892,354.58,94.0,275.33229166666666,284.3675363470338,322.684375,172.8620923887769,1.0,61.48795180722892
120,88.3555681818182,59.470681818181816,311.16,90.0,272.58020833333336,280.94696364104607,321.73125,165.86233832138478,1.0,59.470681818181816
120,88.65902439024387,61.81853658536582,346.77,95.0,273.778125,281.3682189332176,323.6166666666666,169.07087189170767,1.0,61.81853658536582
120,88.3555681818182,59.470681818181816,306.65666666666664,90.0,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,1.0,59.470681818181816
120,86.35628205128205,24.03410256410256,300.76439189189176,31.0,264.81458333333336,272.93997736802817,312.5572916666667,161.13607587015267,1.0,24.03410256410256
120,88.9446753246753,65.04909090909092,300.105,100.0,265.96875,273.34187968568625,314.3895833333333,164.2528636731378,1.0,65.04909090909092
120,88.3555681818182,59.470681818181816,370.25714285714287,90.0,276.1395833333333,285.20777969723474,323.63125,173.37781439226154,1.0,59.470681818181816
120,88.3555681818182,59.470681818181816,311.16,90.0,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,1.0,59.470681818181816
120,88.3555681818182,59.470681818181816,316.03,90.0,274.5770833333333,282.1960287486219,324.5729166666667,169.57505742244757,1.0,59.470681818181816
120,no_sol,no_sol,no_sol,no_sol,249.06770833333331,257.24515969482286,291.90416666666664,156.37602245646727,no_sol,no_sol
120,no_sol,no_sol,no_sol,no_sol,246.58541666666667,254.15219725719413,291.04375,150.04309506806425,no_sol,no_sol
120,no_sol,no_sol,no_sol,no_sol,247.6604166666667,254.5271070531121,292.75,152.9459034266691,no_sol,no_sol
120,88.3555681818182,59.470681818181816,312.67,90.0,268.021875,276.81694997293374,314.1177083333333,168.27839903638332,1.0,59.470681818181816
120,88.9446753246753,65.04909090909092,318.55611111111114,100.0,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,1.0,65.04909090909092
120,88.9446753246753,65.04909090909092,318.55611111111114,100.0,266.50625,273.8953361583049,315.028125,164.58755882959193,1.0,65.04909090909092
200,88.9446753246753,65.04909090909092,296.56377049180327,100.0,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,1.0,65.04909090909092
200,86.35628205128205,24.03410256410256,300.76439189189176,31.0,262.66770833333334,270.722787757911,310.025,159.83073859555302,1.0,24.03410256410256
200,86.35628205128205,24.03410256410256,300.76439189189176,31.0,263.81875,271.127500108536,311.83958333333334,162.92226832601202,1.0,24.03410256410256
200,88.9446753246753,65.04909090909092,340.25915789473663,100.0,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,1.0,65.04909090909092
200,88.9446753246753,65.04909090909092,295.81181818181824,100.0,270.70520833333336,279.0127044485727,319.5135416666667,164.7270568368271,1.0,65.04909090909092
200,88.3555681818182,59.470681818181816,300.27,90.0,271.8895833333333,279.4281923556743,321.38437500000003,167.9097663975884,1.0,59.470681818181816
200,no_sol,no_sol,no_sol,no_sol,295.090625,304.7735922226138,345.84166666666664,185.27619791513663,no_sol,no_sol
200,88.25693333333334,58.26026666666666,482.25,88.0,292.15208333333334,301.1131694712024,344.81875,177.77185244981138,1.0,58.26026666666666
200,88.25693333333334,58.26026666666666,482.25,88.0,293.4239583333333,301.55676246520864,346.8447916666667,181.2081054281879,1.0,58.26026666666666
200,88.9446753246753,65.04909090909092,324.2010416666668,100.0,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,1.0,65.04909090909092
200,88.9446753246753,65.04909090909092,295.81181818181824,100.0,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,1.0,65.04909090909092
200,88.9446753246753,65.04909090909092,291.2505263157897,100.0,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,1.0,65.04909090909092
200,88.9446753246753,65.04909090909092,296.56377049180327,100.0,265.5833333333333,274.3005588715091,311.2572916666667,166.7453052467493,1.0,65.04909090909092
200,86.35628205128205,24.03410256410256,300.76439189189176,31.0,262.9375,271.0063053732945,310.3427083333333,159.99631033818122,1.0,24.03410256410256
200,86.35628205128205,24.03410256410256,300.76439189189176,31.0,264.08125,271.40611494911246,312.16041666666666,163.08534414479553,1.0,24.03410256410256
200,88.59987951807227,61.48795180722892,354.58,94.0,275.33229166666666,284.3675363470338,322.684375,172.8620923887769,1.0,61.48795180722892
200,88.3555681818182,59.470681818181816,311.16,90.0,272.58020833333336,280.94696364104607,321.73125,165.86233832138478,1.0,59.470681818181816
200,88.65902439024387,61.81853658536582,346.77,95.0,273.778125,281.3682189332176,323.6166666666666,169.07087189170767,1.0,61.81853658536582
200,88.3555681818182,59.470681818181816,306.65666666666664,90.0,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,1.0,59.470681818181816
200,86.35628205128205,24.03410256410256,300.76439189189176,31.0,264.81458333333336,272.93997736802817,312.5572916666667,161.13607587015267,1.0,24.03410256410256
200,88.9446753246753,65.04909090909092,300.105,100.0,265.96875,273.34187968568625,314.3895833333333,164.2528636731378,1.0,65.04909090909092
200,88.3555681818182,59.470681818181816,370.25714285714287,90.0,276.1395833333333,285.20777969723474,323.63125,173.37781439226154,1.0,59.470681818181816
200,88.3555681818182,59.470681818181816,311.16,90.0,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,1.0,59.470681818181816
200,88.3555681818182,59.470681818181816,316.03,90.0,274.5770833333333,282.1960287486219,324.5729166666667,169.57505742244757,1.0,59.470681818181816
200,no_sol,no_sol,no_sol,no_sol,249.06770833333331,257.24515969482286,291.90416666666664,156.37602245646727,no_sol,no_sol
200,no_sol,no_sol,no_sol,no_sol,246.58541666666667,254.15219725719413,291.04375,150.04309506806425,no_sol,no_sol
200,no_sol,no_sol,no_sol,no_sol,247.6604166666667,254.5271070531121,292.75,152.9459034266691,no_sol,no_sol
200,88.3555681818182,59.470681818181816,312.67,90.0,268.021875,276.81694997293374,314.1177083333333,168.27839903638332,1.0,59.470681818181816
200,88.9446753246753,65.04909090909092,318.55611111111114,100.0,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,1.0,65.04909090909092
200,88.9446753246753,65.04909090909092,318.55611111111114,100.0,266.50625,273.8953361583049,315.028125,164.58755882959193,1.0,65.04909090909092
300,88.9446753246753,65.04909090909092,296.56377049180327,100.0,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,1.0,65.04909090909092
300,86.35628205128205,24.03410256410256,300.76439189189176,31.0,262.66770833333334,270.722787757911,310.025,159.83073859555302,1.0,24.03410256410256
300,86.35628205128205,24.03410256410256,300.76439189189176,31.0,263.81875,271.127500108536,311.83958333333334,162.92226832601202,1.0,24.03410256410256
300,88.9446753246753,65.04909090909092,340.25915789473663,100.0,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,1.0,65.04909090909092
300,88.9446753246753,65.04909090909092,295.81181818181824,100.0,270.70520833333336,279.0127044485727,319.5135416666667,164.7270568368271,1.0,65.04909090909092
300,88.3555681818182,59.470681818181816,300.27,90.0,271.8895833333333,279.4281923556743,321.38437500000003,167.9097663975884,1.0,59.470681818181816
300,no_sol,no_sol,no_sol,no_sol,295.090625,304.7735922226138,345.84166666666664,185.27619791513663,no_sol,no_sol
300,88.25693333333334,58.26026666666666,482.25,88.0,292.15208333333334,301.1131694712024,344.81875,177.77185244981138,1.0,58.26026666666666
300,88.25693333333334,58.26026666666666,482.25,88.0,293.4239583333333,301.55676246520864,346.8447916666667,181.2081054281879,1.0,58.26026666666666
300,88.9446753246753,65.04909090909092,324.2010416666668,100.0,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,1.0,65.04909090909092
300,88.9446753246753,65.04909090909092,295.81181818181824,100.0,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,1.0,65.04909090909092
300,88.9446753246753,65.04909090909092,291.2505263157897,100.0,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,1.0,65.04909090909092
300,88.9446753246753,65.04909090909092,296.56377049180327,100.0,265.5833333333333,274.3005588715091,311.2572916666667,166.7453052467493,1.0,65.04909090909092
300,86.35628205128205,24.03410256410256,300.76439189189176,31.0,262.9375,271.0063053732945,310.3427083333333,159.99631033818122,1.0,24.03410256410256
300,86.35628205128205,24.03410256410256,300.76439189189176,31.0,264.08125,271.40611494911246,312.16041666666666,163.08534414479553,1.0,24.03410256410256
300,88.59987951807227,61.48795180722892,354.58,94.0,275.33229166666666,284.3675363470338,322.684375,172.8620923887769,1.0,61.48795180722892
300,88.3555681818182,59.470681818181816,311.16,90.0,272.58020833333336,280.94696364104607,321.73125,165.86233832138478,1.0,59.470681818181816
300,88.65902439024387,61.81853658536582,346.77,95.0,273.778125,281.3682189332176,323.6166666666666,169.07087189170767,1.0,61.81853658536582
300,88.3555681818182,59.470681818181816,306.65666666666664,90.0,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,1.0,59.470681818181816
300,86.35628205128205,24.03410256410256,300.76439189189176,31.0,264.81458333333336,272.93997736802817,312.5572916666667,161.13607587015267,1.0,24.03410256410256
300,88.9446753246753,65.04909090909092,300.105,100.0,265.96875,273.34187968568625,314.3895833333333,164.2528636731378,1.0,65.04909090909092
300,88.3555681818182,59.470681818181816,370.25714285714287,90.0,276.1395833333333,285.20777969723474,323.63125,173.37781439226154,1.0,59.470681818181816
300,88.3555681818182,59.470681818181816,311.16,90.0,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,1.0,59.470681818181816
300,88.3555681818182,59.470681818181816,316.03,90.0,274.5770833333333,282.1960287486219,324.5729166666667,169.57505742244757,1.0,59.470681818181816
300,no_sol,no_sol,no_sol,no_sol,249.06770833333331,257.24515969482286,291.90416666666664,156.37602245646727,no_sol,no_sol
300,no_sol,no_sol,no_sol,no_sol,246.58541666666667,254.15219725719413,291.04375,150.04309506806425,no_sol,no_sol
300,no_sol,no_sol,no_sol,no_sol,247.6604166666667,254.5271070531121,292.75,152.9459034266691,no_sol,no_sol
300,88.3555681818182,59.470681818181816,312.67,90.0,268.021875,276.81694997293374,314.1177083333333,168.27839903638332,1.0,59.470681818181816
300,88.9446753246753,65.04909090909092,318.55611111111114,100.0,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,1.0,65.04909090909092
300,88.9446753246753,65.04909090909092,318.55611111111114,100.0,266.50625,273.8953361583049,315.028125,164.58755882959193,1.0,65.04909090909092
500,88.9446753246753,65.04909090909092,296.56377049180327,100.0,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,1.0,65.04909090909092
500,86.35628205128205,24.03410256410256,300.76439189189176,31.0,262.66770833333334,270.722787757911,310.025,159.83073859555302,1.0,24.03410256410256
500,86.35628205128205,24.03410256410256,300.76439189189176,31.0,263.81875,271.127500108536,311.83958333333334,162.92226832601202,1.0,24.03410256410256
500,88.9446753246753,65.04909090909092,340.25915789473663,100.0,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,1.0,65.04909090909092
500,88.9446753246753,65.04909090909092,295.81181818181824,100.0,270.70520833333336,279.0127044485727,319.5135416666667,164.7270568368271,1.0,65.04909090909092
500,88.3555681818182,59.470681818181816,300.27,90.0,271.8895833333333,279.4281923556743,321.38437500000003,167.9097663975884,1.0,59.470681818181816
500,no_sol,no_sol,no_sol,no_sol,295.090625,304.7735922226138,345.84166666666664,185.27619791513663,no_sol,no_sol
500,88.25693333333334,58.26026666666666,482.25,88.0,292.15208333333334,301.1131694712024,344.81875,177.77185244981138,1.0,58.26026666666666
500,88.25693333333334,58.26026666666666,482.25,88.0,293.4239583333333,301.55676246520864,346.8447916666667,181.2081054281879,1.0,58.26026666666666
500,88.9446753246753,65.04909090909092,324.2010416666668,100.0,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,1.0,65.04909090909092
500,88.9446753246753,65.04909090909092,295.81181818181824,100.0,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,1.0,65.04909090909092
500,88.9446753246753,65.04909090909092,291.2505263157897,100.0,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,1.0,65.04909090909092
500,88.9446753246753,65.04909090909092,296.56377049180327,100.0,265.5833333333333,274.3005588715091,311.2572916666667,166.7453052467493,1.0,65.04909090909092
500,86.35628205128205,24.03410256410256,300.76439189189176,31.0,262.9375,271.0063053732945,310.3427083333333,159.99631033818122,1.0,24.03410256410256
500,86.35628205128205,24.03410256410256,300.76439189189176,31.0,264.08125,271.40611494911246,312.16041666666666,163.08534414479553,1.0,24.03410256410256
500,88.59987951807227,61.48795180722892,354.58,94.0,275.33229166666666,284.3675363470338,322.684375,172.8620923887769,1.0,61.48795180722892
500,88.3555681818182,59.470681818181816,311.16,90.0,272.58020833333336,280.94696364104607,321.73125,165.86233832138478,1.0,59.470681818181816
500,88.65902439024387,61.81853658536582,346.77,95.0,273.778125,281.3682189332176,323.6166666666666,169.07087189170767,1.0,61.81853658536582
500,88.3555681818182,59.470681818181816,306.65666666666664,90.0,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,1.0,59.470681818181816
500,86.35628205128205,24.03410256410256,300.76439189189176,31.0,264.81458333333336,272.93997736802817,312.5572916666667,161.13607587015267,1.0,24.03410256410256
500,88.9446753246753,65.04909090909092,300.105,100.0,265.96875,273.34187968568625,314.3895833333333,164.2528636731378,1.0,65.04909090909092
500,88.3555681818182,59.470681818181816,370.25714285714287,90.0,276.1395833333333,285.20777969723474,323.63125,173.37781439226154,1.0,59.470681818181816
500,88.3555681818182,59.470681818181816,311.16,90.0,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,1.0,59.470681818181816
500,88.3555681818182,59.470681818181816,316.03,90.0,274.5770833333333,282.1960287486219,324.5729166666667,169.57505742244757,1.0,59.470681818181816
500,no_sol,no_sol,no_sol,no_sol,249.06770833333331,257.24515969482286,291.90416666666664,156.37602245646727,no_sol,no_sol
500,no_sol,no_sol,no_sol,no_sol,246.58541666666667,254.15219725719413,291.04375,150.04309506806425,no_sol,no_sol
500,no_sol,no_sol,no_sol,no_sol,247.6604166666667,254.5271070531121,292.75,152.9459034266691,no_sol,no_sol
500,88.3555681818182,59.470681818181816,312.67,90.0,268.021875,276.81694997293374,314.1177083333333,168.27839903638332,1.0,59.470681818181816
500,88.9446753246753,65.04909090909092,318.55611111111114,100.0,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,1.0,65.04909090909092
500,88.9446753246753,65.04909090909092,318.55611111111114,100.0,266.50625,273.8953361583049,315.028125,164.58755882959193,1.0,65.04909090909092
